# stable nuclide data (a subset of 'data.dat')
# stable nuclide data (a subset of 'data.dat')
136 058 078 Ce 8373.760
137 056 081 Ba 8391.827
138 056 082 Ba 8393.420
138 057 081 La 8375.125
138 058 080 Ce 8377.077
139 057 082 La 8378.025
140 058 082 Ce 8376.317
141 059 082 Pr 8353.992
142 058 084 Ce 8347.071
142 060 082 Nd 8346.030
143 060 083 Nd 8330.488
144 060 084 Nd 8326.922
144 062 082 Sm 8303.679
145 060 085 Nd 8309.187
146 060 086 Nd 8304.092
146 062 084 Sm 8293.857
147 062 085 Sm 8280.575
148 060 088 Nd 8277.177
148 062 086 Sm 8279.633
149 062 087 Sm 8263.466
150 060 090 Nd 8249.577
150 062 088 Sm 8261.621
150 064 086 Gd 8242.609
151 063 088 Eu 8239.297
152 062 090 Sm 8244.061
152 064 088 Gd 8233.401
153 063 090 Eu 8228.699
154 062 092 Sm 8226.835
154 064 090 Gd 8224.796
154 066 088 Dy 8193.129
155 064 091 Gd 8213.251
156 064 092 Gd 8215.322
156 066 090 Dy 8192.433
157 064 093 Gd 8203.504
158 064 094 Gd 8201.819
158 066 092 Dy 8190.130
159 065 094 Tb 8188.800
160 064 096 Gd 8183.014
160 066 094 Dy 8184.054
161 066 095 Dy 8173.310
162 066 096 Dy 8173.457
162 068 094 Er 8152.397
163 066 097 Dy 8161.785
164 066 098 Dy 8158.714
164 068 096 Er 8149.020
165 067 098 Ho 8146.964
166 068 098 Er 8141.959
167 068 099 Er 8131.746
168 068 100 Er 8129.601
168 070 098 Yb 8111.898
169 069 100 Tm 8114.473
170 068 102 Er 8111.959
170 070 100 Yb 8106.609
171 070 101 Yb 8097.882
172 070 102 Yb 8097.429
173 070 103 Yb 8087.427
174 070 104 Yb 8083.847
174 072 102 Hf 8068.533
175 071 104 Lu 8069.140
176 070 106 Yb 8064.085
176 071 105 Lu 8059.020
176 072 104 Hf 8061.359
177 072 105 Hf 8051.835
178 072 106 Hf 8049.442
179 072 107 Hf 8038.546
180 072 108 Hf 8034.930
180 073 107 Ta 8025.881
180 074 106 W 8025.442
181 073 108 Ta 8023.400
182 072 110 Hf 8014.837
182 074 108 W 8018.308
183 074 109 W 8008.322
184 074 110 W 8005.077
184 076 108 Os 7988.677
185 075 110 Re 7991.009
186 074 112 W 7988.601
186 076 110 Os 7982.831
187 075 112 Re 7977.951
187 076 111 Os 7973.780
188 076 112 Os 7973.864
189 076 113 Os 7963.002
190 076 114 Os 7962.104
190 078 112 Pt 7946.493
191 077 114 Ir 7948.113
192 076 116 Os 7948.525
192 078 114 Pt 7942.491
193 077 116 Ir 7938.133
194 078 116 Pt 7935.941
195 078 117 Pt 7926.552
196 078 118 Pt 7926.529
196 080 116 Hg 7914.369
197 079 118 Au 7915.654
198 078 120 Pt 7914.150
198 080 118 Hg 7911.552
199 080 119 Hg 7905.279
200 080 120 Hg 7905.895
201 080 121 Hg 7897.560
202 080 122 Hg 7896.850
203 081 122 Tl 7886.053
204 080 124 Hg 7885.545
204 082 122 Pb 7879.932
205 081 124 Tl 7878.394
205 082 123 Pb 7874.331
206 082 124 Pb 7875.362
207 082 125 Pb 7869.866
208 082 126 Pb 7867.453
209 083 126 Bi 7847.987
232 090 142 Th 7615.033
235 092 143 U 7590.914
236 092 144 U 7586.484
237 093 144 N 7574.989
238 092 146 U 7570.125
244 094 150 Pu 7524.815
247 096 151 Cm 7501.931
